UserID,NroUSP,Type,Group,CLRole,PlayerRole,ReB,ReA,UnB,UnA,ApB,ApC,ApA,AnC,EvB,EvA,PAs0,PAs1,PAs2,PAs3,PBs0,PBs1,PBs2,PBs3
10184.0,10276675.0,ont-gamified,Grupo Apolo,Master,Yee Socializer,5040.0,5040.0,0.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,3780.0
10185.0,10276960.0,non-gamified,Grupo Team 12,Apprentice,NA,5040.0,4956.0,3780.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10186.0,10310551.0,ont-gamified,Grupo Ares,Apprentice,Yee Achiever,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,3360.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10187.0,9790781.0,non-gamified,Grupo Team 15,Apprentice,NA,3906.0,4620.0,5040.0,5040.0,4620.0,2520.0,5040.0,5040.0,2940.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0
10188.0,10276995.0,non-gamified,Grupo Team 3,Master,NA,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,0.0,0.0,0.0,0.0
10189.0,9363926.0,ont-gamified,Grupo Hades,Master,Yee Socializer,5040.0,4704.0,0.0,5040.0,5040.0,5040.0,5040.0,4680.0,1260.0,5040.0,5040.0,5040.0,3360.0,3780.0,5040.0,2520.0,1680.0,1260.0
10190.0,10276907.0,ont-gamified,Grupo Zeus,Apprentice,Yee Socializer,5040.0,4536.0,0.0,5040.0,5040.0,5040.0,5040.0,5040.0,0.0,5040.0,5040.0,2520.0,3360.0,2520.0,NA,NA,NA,NA
10191.0,10276981.0,non-gamified,Grupo  Team 6,Master,NA,5040.0,5040.0,5040.0,3360.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10192.0,10276682.0,non-gamified,Grupo Team 5,Apprentice,NA,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0,5040.0,5040.0,3360.0,3780.0
10193.0,10276762.0,ont-gamified,Grupo Afrodite,Master,Yee Achiever,5040.0,4872.0,0.0,5040.0,5040.0,5040.0,5040.0,4680.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,0.0,0.0,0.0,0.0
10195.0,10351971.0,ont-gamified,Grupo Urano,Apprentice,Yee Achiever,5040.0,5040.0,5040.0,5040.0,4620.0,2520.0,5040.0,2160.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0,0.0,0.0,0.0,0.0
10196.0,10310655.0,ont-gamified,Grupo Hefesto,Apprentice,Yee Achiever,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,2940.0,5040.0,5040.0,2520.0,1680.0,1260.0,5040.0,2520.0,1680.0,2520.0
10197.0,10276661.0,ont-gamified,Grupo Gaia,Apprentice,Yee Achiever,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,5040.0,5040.0,3360.0,5040.0,5040.0,2520.0,1680.0,1260.0,5040.0,2520.0,1680.0,1260.0
10198.0,10310888.0,ont-gamified,Grupo Apolo,Apprentice,Yee Socializer,5040.0,5040.0,3780.0,3360.0,5040.0,2520.0,5040.0,5040.0,2940.0,5040.0,5040.0,2520.0,1680.0,1260.0,NA,NA,NA,NA
10199.0,10276737.0,ont-gamified,Grupo Gaia,Master,Yee Achiever,5040.0,4032.0,5040.0,3360.0,5040.0,5040.0,1680.0,4680.0,5040.0,1680.0,5040.0,2520.0,3360.0,2520.0,5040.0,5040.0,5040.0,3780.0
10200.0,9795272.0,ont-gamified,Grupo Hades,Apprentice,Yee Socializer,4032.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,1260.0,5040.0,5040.0,2520.0,1680.0,1260.0,NA,NA,NA,NA
10201.0,10276928.0,ont-gamified,Grupo Caronte,Master,Yee Achiever,5040.0,5040.0,3780.0,5040.0,5040.0,2520.0,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0,5040.0,2520.0,1680.0,1260.0
10202.0,10277036.0,non-gamified,Grupo Team 11,Apprentice,NA,5040.0,4704.0,5040.0,3360.0,3360.0,2520.0,5040.0,4680.0,2940.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10203.0,9921470.0,non-gamified,Grupo Team 3,Apprentice,NA,2898.0,2520.0,0.0,5040.0,4200.0,1890.0,4200.0,0.0,840.0,1680.0,5040.0,2520.0,3360.0,2520.0,0.0,0.0,0.0,0.0
10204.0,10310471.0,ont-gamified,Grupo Hermes,Master,Yee Achiever,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,5040.0,4680.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0,0.0,0.0,0.0,0.0
10206.0,10310721.0,ont-gamified,Grupo Hera,Master,Yee Achiever,5040.0,4956.0,5040.0,5040.0,3360.0,1890.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0
10208.0,10276932.0,non-gamified,Grupo Team 7,Apprentice,NA,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0,5040.0,2520.0,3360.0,2520.0
10209.0,10262669.0,ont-gamified,Grupo Artemis,Apprentice,Yee Achiever,5040.0,4956.0,5040.0,3360.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10210.0,10277015.0,non-gamified,Grupo Team 9,Apprentice,NA,4032.0,5040.0,5040.0,4760.0,3780.0,2520.0,5040.0,4680.0,2940.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10212.0,9065750.0,non-gamified,Grupo Team 4,Master,NA,3024.0,5040.0,5040.0,5040.0,5040.0,2520.0,5040.0,5040.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10213.0,10277040.0,ont-gamified,Grupo Morfeu,Master,Yee Socializer,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,2940.0,5040.0,5040.0,2520.0,3360.0,2520.0,NA,NA,NA,NA
10214.0,10277022.0,non-gamified,Grupo Team 5,Master,NA,5040.0,5040.0,5040.0,3360.0,3360.0,5040.0,5040.0,5040.0,3360.0,5040.0,5040.0,2520.0,1680.0,2520.0,5040.0,2520.0,1680.0,1260.0
10215.0,9285227.0,ont-gamified,Grupo Zeus,Master,Yee Socializer,5040.0,5040.0,5040.0,3360.0,5040.0,5040.0,5040.0,4680.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0,0.0,0.0,0.0,0.0
10216.0,10276720.0,non-gamified,Grupo Team 15,Master,NA,5040.0,4032.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0
10217.0,9805341.0,non-gamified,Grupo Team 13,Master,NA,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,3360.0,2520.0,5040.0,5040.0,5040.0,5040.0
10218.0,9842913.0,ont-gamified,Grupo Ares,Master,Yee Achiever,4032.0,5040.0,5040.0,5040.0,3780.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,3780.0,NA,NA,NA,NA
10219.0,10276831.0,non-gamified,Grupo Team 12,Master,NA,5040.0,5040.0,5040.0,5040.0,5040.0,1890.0,5040.0,5040.0,2940.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10220.0,9760151.0,non-gamified,Grupo Team 2,Apprentice,NA,5040.0,4872.0,0.0,5040.0,5040.0,5040.0,5040.0,5040.0,2940.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10221.0,9082496.0,ont-gamified,Grupo Hermes,Apprentice,Yee Achiever,4032.0,4704.0,0.0,1400.0,2940.0,1890.0,5040.0,5040.0,2940.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10222.0,9436110.0,non-gamified,Grupo Team 16,Master,NA,2898.0,5040.0,5040.0,5040.0,5040.0,2520.0,5040.0,5040.0,1260.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10223.0,9795185.0,ont-gamified,Grupo Cronus,Master,Yee Achiever,5040.0,4704.0,5040.0,5040.0,5040.0,5040.0,5040.0,4680.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10224.0,9368772.0,non-gamified,Grupo Team 10,Apprentice,NA,2772.0,4452.0,5040.0,5040.0,5040.0,5040.0,5040.0,4680.0,5040.0,5040.0,5040.0,5040.0,3360.0,3780.0,NA,NA,NA,NA
10226.0,10310342.0,non-gamified,Grupo Team 8,Master,NA,5040.0,4704.0,5040.0,1680.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10227.0,9274382.0,non-gamified,Grupo Team 4,Apprentice,NA,4032.0,5040.0,5040.0,3360.0,5040.0,5040.0,5040.0,5040.0,3360.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA
10230.0,10351992.0,non-gamified,Grupo Team 14,Master,NA,4032.0,5040.0,3780.0,4480.0,4620.0,2520.0,5040.0,5040.0,2940.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10231.0,10276911.0,ont-gamified,Grupo Caronte,Apprentice,Yee Achiever,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,2520.0,1680.0,1260.0
10232.0,10276974.0,ont-gamified,Grupo Artemis,Master,Yee Achiever,5040.0,5040.0,5040.0,5040.0,5040.0,0.0,5040.0,5040.0,2940.0,5040.0,5040.0,2520.0,1680.0,2520.0,NA,NA,NA,NA
10233.0,9805320.0,non-gamified,Grupo Team 16,Apprentice,NA,5040.0,5040.0,5040.0,1680.0,4620.0,1890.0,5040.0,5040.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10234.0,10310676.0,non-gamified,Grupo Team 7,Master,NA,5040.0,3024.0,5040.0,5040.0,5040.0,2520.0,1680.0,2160.0,3360.0,1680.0,NA,NA,NA,NA,NA,NA,NA,NA
10237.0,10377688.0,non-gamified,Grupo Team 11,Master,NA,5040.0,5040.0,5040.0,5040.0,4620.0,5040.0,5040.0,2160.0,5040.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10238.0,10276953.0,non-gamified,Grupo Team 13,Apprentice,NA,5040.0,4536.0,3780.0,5040.0,5040.0,2520.0,5040.0,4680.0,2940.0,5040.0,NA,NA,NA,NA,NA,NA,NA,NA
10240.0,10276654.0,ont-gamified,Grupo Hera,Apprentice,Yee Achiever,5040.0,4872.0,0.0,5040.0,4620.0,5040.0,5040.0,5040.0,2940.0,5040.0,5040.0,2520.0,1680.0,1260.0,5040.0,2520.0,1680.0,1260.0
